Year,Name,Code,Yield,Harvest area,region
1989,COLORADO,8,145,930000,4
1988,COLORADO,8,160,800000,4
1987,COLORADO,8,155,690000,4
1986,COLORADO,8,145,710000,4
1985,COLORADO,8,139,745000,4
1985,COLORADO,8,139,746000,4
1985,COLORADO,8,139,139,4
1984,COLORADO,8,134,680000,4
1984,COLORADO,8,134,682000,4
1984,COLORADO,8,134,133.5,4
1983,COLORADO,8,122,610000,4
1983,COLORADO,8,122,619000,4
1983,COLORADO,8,122,120,4
1982,COLORADO,8,129,790000,4
1982,COLORADO,8,129,800000,4
1982,COLORADO,8,129,127.5,4
1981,COLORADO,8,135,770000,4
1981,COLORADO,8,135,780000,4
1981,COLORADO,8,135,133.5,4
1980,COLORADO,8,118,760000,4
1980,COLORADO,8,118,771000,4
1980,COLORADO,8,118,116.5,4
1979,COLORADO,8,127,760000,4
1979,COLORADO,8,127,770000,4
1979,COLORADO,8,127,125.5,4
1978,COLORADO,8,110,730000,4
1978,COLORADO,8,110,755000,4
1978,COLORADO,8,110,106.5,4
1977,COLORADO,8,116,695000,4
1977,COLORADO,8,116,715000,4
1977,COLORADO,8,116,113,4
1976,COLORADO,8,102,630000,4
1976,COLORADO,8,102,642000,4
1976,COLORADO,8,102,100,4
1975,COLORADO,8,92,560000,4
1975,COLORADO,8,92,569000,4
1975,COLORADO,8,92,90.5,4
1974,COLORADO,8,98,540000,4
1973,COLORADO,8,100,485000,4
1972,COLORADO,8,102,415000,4
1971,COLORADO,8,86,450000,4
1970,COLORADO,8,97,400000,4
1969,COLORADO,8,95,334000,4
1968,COLORADO,8,85,282000,4
1967,COLORADO,8,82,270000,4
1966,COLORADO,8,80,223000,4
1965,COLORADO,8,71,192000,4
1964,COLORADO,8,66.5,176000,4
1963,COLORADO,8,65,178000,4
1962,COLORADO,8,54,196000,4
1961,COLORADO,8,62.5,231000,4
1960,COLORADO,8,51.5,251000,4
1959,COLORADO,8,51,306000,4
1958,COLORADO,8,47.5,348000,4
1957,COLORADO,8,48.5,296000,4
1956,COLORADO,8,42,204000,4
1955,COLORADO,8,32,237000,4
1954,COLORADO,8,27,219000,4
1953,COLORADO,8,30,237000,4
1952,COLORADO,8,26,212000,4
1951,COLORADO,8,27.5,340000,4
1950,COLORADO,8,24.5,343000,4
1949,COLORADO,8,24.6,482000,4
1948,COLORADO,8,22,355000,4
1947,COLORADO,8,22,397000,4
1946,COLORADO,8,20,372000,4
1945,COLORADO,8,21,530000,4
1944,COLORADO,8,18.3,676000,4
1943,COLORADO,8,16,676000,4
1942,COLORADO,8,19.5,745000,4
1941,COLORADO,8,16.9,713000,4
1940,COLORADO,8,12.3,580000,4
1939,COLORADO,8,10.3,498000,4
1938,COLORADO,8,11.9,777000,4
1937,COLORADO,8,9.2,539000,4
1936,COLORADO,8,10.3,856000,4
1935,COLORADO,8,10.4,823000,4
1934,COLORADO,8,6.6,248000,4
1933,COLORADO,8,11.6,1527000,4
1932,COLORADO,8,7.9,1492000,4
1931,COLORADO,8,10.8,1350000,4
1930,COLORADO,8,21.8,1237000,4
1929,COLORADO,8,15,1262000,4
1928,COLORADO,8,14,1379000,4
1927,COLORADO,8,15.5,1212000,4
1926,COLORADO,8,7.5,1205000,4
1925,COLORADO,8,13.5,1211000,4
1924,COLORADO,8,9.5,1104000,4
1923,COLORADO,8,22,1196000,4
1922,COLORADO,8,14,855000,4
1921,COLORADO,8,12,863000,4
1920,COLORADO,8,18.5,920000,4
1919,COLORADO,8,13.5,753000,4
1918,COLORADO,8,18.5,800000,4
1917,COLORADO,8,18,840000,4
1916,COLORADO,8,14,750000,4
1915,COLORADO,8,20,700000,4
1914,COLORADO,8,19,630000,4
1913,COLORADO,8,15,500000,4
1912,COLORADO,8,19,463000,4
1911,COLORADO,8,14,421000,4
1910,COLORADO,8,15.5,390000,4
1909,COLORADO,8,17.8,361000,4
1908,COLORADO,8,16,260000,4
1907,COLORADO,8,18,210000,4
1906,COLORADO,8,19,195000,4
1905,COLORADO,8,20,180000,4
1904,COLORADO,8,19,164000,4
1903,COLORADO,8,17.5,143000,4
1902,COLORADO,8,16.5,131000,4
1901,COLORADO,8,17,109000,4
1900,COLORADO,8,18.5,94000,4
1899,COLORADO,8,15,93000,4
1898,COLORADO,8,18,97000,4
1897,COLORADO,8,19,100000,4
1896,COLORADO,8,16,102000,4
1895,COLORADO,8,18,102000,4
1894,COLORADO,8,19.5,72000,4
1893,COLORADO,8,16,70000,4
1892,COLORADO,8,22,70000,4
1891,COLORADO,8,21.5,63000,4
1890,COLORADO,8,18,58000,4
1889,COLORADO,8,19.5,53000,4
1888,COLORADO,8,18,45000,4
1887,COLORADO,8,15,40000,4
1886,COLORADO,8,20,35000,4
1885,COLORADO,8,21,32000,4
1884,COLORADO,8,21,28000,4
1883,COLORADO,8,19,26000,4
1882,COLORADO,8,18.5,26000,4
1881,COLORADO,8,16,25000,4
1880,COLORADO,8,18.5,24000,4
1879,COLORADO,8,19.8,23000,4
1966,CONNECTICUT,9,72,1000,1
1965,CONNECTICUT,9,65,1000,1
1964,CONNECTICUT,9,71,1000,1
1963,CONNECTICUT,9,75,2000,1
1962,CONNECTICUT,9,73,2000,1
1961,CONNECTICUT,9,68,2000,1
1960,CONNECTICUT,9,67,3000,1
1959,CONNECTICUT,9,66,3000,1
1958,CONNECTICUT,9,67,3000,1
1957,CONNECTICUT,9,57,3000,1
1956,CONNECTICUT,9,57,4000,1
1955,CONNECTICUT,9,47,4000,1
1954,CONNECTICUT,9,52,4000,1
1953,CONNECTICUT,9,50,4000,1
1952,CONNECTICUT,9,44,5000,1
1951,CONNECTICUT,9,48,6000,1
1950,CONNECTICUT,9,47,6000,1
1949,CONNECTICUT,9,45,6000,1
1948,CONNECTICUT,9,41,7000,1
1947,CONNECTICUT,9,48,9000,1
1946,CONNECTICUT,9,46,9000,1
1945,CONNECTICUT,9,45,9000,1
1944,CONNECTICUT,9,41,10000,1
1943,CONNECTICUT,9,40,10000,1
1942,CONNECTICUT,9,42,9000,1
1941,CONNECTICUT,9,42,8000,1
1940,CONNECTICUT,9,40,8000,1
1939,CONNECTICUT,9,41,10000,1
1938,CONNECTICUT,9,36,11000,1
1937,CONNECTICUT,9,39,12000,1
1936,CONNECTICUT,9,38,13000,1
1935,CONNECTICUT,9,39,14000,1
1934,CONNECTICUT,9,38,14000,1
1933,CONNECTICUT,9,37,15000,1
1932,CONNECTICUT,9,39,14000,1
1931,CONNECTICUT,9,40,13000,1
1930,CONNECTICUT,9,40,12000,1
1929,CONNECTICUT,9,42,12000,1
1928,CONNECTICUT,9,36,14000,1
1927,CONNECTICUT,9,35,15000,1
1926,CONNECTICUT,9,41,16000,1
1925,CONNECTICUT,9,44,22000,1
1924,CONNECTICUT,9,36,18000,1
1923,CONNECTICUT,9,41,22000,1
1922,CONNECTICUT,9,40,25000,1
1921,CONNECTICUT,9,45,40000,1
1920,CONNECTICUT,9,42,38000,1
1919,CONNECTICUT,9,43,42000,1
1918,CONNECTICUT,9,44,69000,1
1917,CONNECTICUT,9,36,66000,1
1916,CONNECTICUT,9,35.5,58000,1
1915,CONNECTICUT,9,41,62000,1
1914,CONNECTICUT,9,41,62000,1
1913,CONNECTICUT,9,31,64000,1
1912,CONNECTICUT,9,40,65000,1
1911,CONNECTICUT,9,36.5,66000,1
1910,CONNECTICUT,9,43,65000,1
1909,CONNECTICUT,9,37,64000,1
1908,CONNECTICUT,9,43,61000,1
1907,CONNECTICUT,9,30,60000,1
1906,CONNECTICUT,9,41,60000,1
1905,CONNECTICUT,9,42,61000,1
1904,CONNECTICUT,9,38.5,61000,1
1903,CONNECTICUT,9,22,62000,1
1902,CONNECTICUT,9,34,60000,1
1901,CONNECTICUT,9,39,58000,1
1900,CONNECTICUT,9,37,59000,1
1899,CONNECTICUT,9,40.3,59000,1
1898,CONNECTICUT,9,40,57000,1
1897,CONNECTICUT,9,34,58000,1
1896,CONNECTICUT,9,37.5,60000,1
1895,CONNECTICUT,9,41,60000,1
1894,CONNECTICUT,9,34.5,59000,1
1893,CONNECTICUT,9,30,57000,1
1892,CONNECTICUT,9,39.5,57000,1
1891,CONNECTICUT,9,39.5,57000,1
1890,CONNECTICUT,9,37,56000,1
1889,CONNECTICUT,9,36.4,56000,1
1888,CONNECTICUT,9,37,56000,1
1887,CONNECTICUT,9,38.5,57000,1
1886,CONNECTICUT,9,36,57000,1
1885,CONNECTICUT,9,39,57000,1
1884,CONNECTICUT,9,38,56000,1
1883,CONNECTICUT,9,35.5,56000,1
1882,CONNECTICUT,9,24.5,57000,1
1881,CONNECTICUT,9,30.5,56000,1
1880,CONNECTICUT,9,34.5,56000,1
1879,CONNECTICUT,9,33.7,56000,1
1878,CONNECTICUT,9,36.5,56000,1
1877,CONNECTICUT,9,31.5,55000,1
1876,CONNECTICUT,9,36.5,52000,1
1875,CONNECTICUT,9,35.5,50000,1
1874,CONNECTICUT,9,35.5,48000,1
1873,CONNECTICUT,9,30,47000,1
1872,CONNECTICUT,9,37,48000,1
1871,CONNECTICUT,9,35,52000,1
1870,CONNECTICUT,9,32.5,54000,1
1869,CONNECTICUT,9,29,55000,1
1868,CONNECTICUT,9,34.5,55000,1
1867,CONNECTICUT,9,34,58000,1
1866,CONNECTICUT,9,34,57000,1
2018,DELAWARE,10,145,166000,3
2017,DELAWARE,10,189,171000,3
2016,DELAWARE,10,170,164000,3
2015,DELAWARE,10,192,164000,3
2014,DELAWARE,10,200,168000,3
2013,DELAWARE,10,166,174000,3
2012,DELAWARE,10,135,178000,3
2011,DELAWARE,10,130,182000,3
2010,DELAWARE,10,114,173000,3
2009,DELAWARE,10,145,163000,3
2008,DELAWARE,10,125,152000,3
2007,DELAWARE,10,99,185000,3
2006,DELAWARE,10,145,161000,3
2005,DELAWARE,10,143,154000,3
2004,DELAWARE,10,152,153000,3
2003,DELAWARE,10,123,162000,3
2002,DELAWARE,10,84,167000,3
2001,DELAWARE,10,146,162000,3
2000,DELAWARE,10,162,155000,3
1999,DELAWARE,10,89,154000,3
1998,DELAWARE,10,100,155000,3
1997,DELAWARE,10,105,160000,3
1996,DELAWARE,10,143,154000,3
1995,DELAWARE,10,105,144000,3
1994,DELAWARE,10,125,150000,3
1993,DELAWARE,10,85,160000,3
1992,DELAWARE,10,119,161000,3
1991,DELAWARE,10,106,169000,3
1990,DELAWARE,10,115,172000,3
1989,DELAWARE,10,100,133000,3
1988,DELAWARE,10,70,140000,3
1987,DELAWARE,10,75,148000,3
1986,DELAWARE,10,83,169000,3
1985,DELAWARE,10,109,175000,3
1985,DELAWARE,10,109,176000,3
1985,DELAWARE,10,109,108.4,3
1984,DELAWARE,10,113,150000,3
1984,DELAWARE,10,113,151000,3
1984,DELAWARE,10,113,112.3,3
1983,DELAWARE,10,75,145000,3
1983,DELAWARE,10,75,146000,3
1983,DELAWARE,10,75,74.5,3
1982,DELAWARE,10,102,177000,3
1982,DELAWARE,10,102,177000,3
1982,DELAWARE,10,102,102,3
1981,DELAWARE,10,85,181000,3
1981,DELAWARE,10,85,183000,3
1981,DELAWARE,10,85,84.1,3
1980,DELAWARE,10,72,177000,3
1980,DELAWARE,10,72,179000,3
1980,DELAWARE,10,72,67.1,3
1979,DELAWARE,10,102,159000,3
1979,DELAWARE,10,102,159900,3
1979,DELAWARE,10,102,94.3,3
1978,DELAWARE,10,96,157000,3
1978,DELAWARE,10,96,158000,3
1978,DELAWARE,10,96,89.2,3
1977,DELAWARE,10,56,173000,3
1977,DELAWARE,10,56,175000,3
1977,DELAWARE,10,56,51,3
1976,DELAWARE,10,88,195000,3
1976,DELAWARE,10,88,196000,3
1976,DELAWARE,10,88,82.1,3
1975,DELAWARE,10,92,170000,3
1975,DELAWARE,10,92,171000,3
1975,DELAWARE,10,92,91,3
1974,DELAWARE,10,72,175000,3
1974,DELAWARE,10,72,176000,3
1974,DELAWARE,10,72,72,3
1973,DELAWARE,10,85,170000,3
1973,DELAWARE,10,85,171000,3
1973,DELAWARE,10,85,85,3
1972,DELAWARE,10,84,165000,3
1972,DELAWARE,10,84,168000,3
1972,DELAWARE,10,84,83,3
1971,DELAWARE,10,54,195000,3
1970,DELAWARE,10,76,185000,3
1969,DELAWARE,10,78,180000,3
1968,DELAWARE,10,49,177000,3
1967,DELAWARE,10,73,211000,3
1966,DELAWARE,10,38,209000,3
1965,DELAWARE,10,75,199000,3
1964,DELAWARE,10,52,158000,3
1963,DELAWARE,10,53,149000,3
1962,DELAWARE,10,66,123000,3
1961,DELAWARE,10,62,118000,3
1960,DELAWARE,10,62,151000,3
1959,DELAWARE,10,50,153000,3
1958,DELAWARE,10,62,126000,3
1957,DELAWARE,10,30,131000,3
1956,DELAWARE,10,62,144000,3
1955,DELAWARE,10,36,162000,3
1954,DELAWARE,10,37,164000,3
1953,DELAWARE,10,52,160000,3
1952,DELAWARE,10,49,174000,3
1951,DELAWARE,10,47,154000,3
1950,DELAWARE,10,52,133000,3
1949,DELAWARE,10,33.5,133000,3
1948,DELAWARE,10,32,122000,3
1947,DELAWARE,10,33.5,126000,3
1946,DELAWARE,10,33,134000,3
1945,DELAWARE,10,32.5,136000,3
1944,DELAWARE,10,25.5,139000,3
1943,DELAWARE,10,25,130000,3
1942,DELAWARE,10,29,132000,3
1941,DELAWARE,10,28,133000,3
1940,DELAWARE,10,26,137000,3
1939,DELAWARE,10,27,140000,3
1938,DELAWARE,10,29,139000,3
1937,DELAWARE,10,29,139000,3
1936,DELAWARE,10,29,138000,3
1935,DELAWARE,10,29,138000,3
1934,DELAWARE,10,29,135000,3
1933,DELAWARE,10,26,142000,3
1932,DELAWARE,10,28,143000,3
1931,DELAWARE,10,29,142000,3
1930,DELAWARE,10,20,134000,3
1929,DELAWARE,10,27,130000,3
1928,DELAWARE,10,27,132000,3
1927,DELAWARE,10,29,131000,3
1926,DELAWARE,10,26,134000,3
1925,DELAWARE,10,30,131000,3
1924,DELAWARE,10,24,133000,3
1923,DELAWARE,10,31,152000,3
1922,DELAWARE,10,27,158000,3
1921,DELAWARE,10,34,170000,3
1920,DELAWARE,10,34,159000,3
1919,DELAWARE,10,22,171000,3
1918,DELAWARE,10,26,195000,3
1917,DELAWARE,10,29,205000,3
1916,DELAWARE,10,29,185000,3
1915,DELAWARE,10,26.5,183000,3
1914,DELAWARE,10,31,178000,3
1913,DELAWARE,10,26.5,178000,3
1912,DELAWARE,10,29,180000,3
1911,DELAWARE,10,29,186000,3
1910,DELAWARE,10,27,186000,3
1909,DELAWARE,10,25.6,189000,3
1908,DELAWARE,10,26,190000,3
1907,DELAWARE,10,25.5,190000,3
1906,DELAWARE,10,26,190000,3
1905,DELAWARE,10,28,190000,3
1904,DELAWARE,10,27,195000,3
1903,DELAWARE,10,25,198000,3
1902,DELAWARE,10,26,192000,3
1901,DELAWARE,10,26.5,193000,3
1900,DELAWARE,10,20,195000,3
1899,DELAWARE,10,24.7,195000,3
1898,DELAWARE,10,24,200000,3
1897,DELAWARE,10,24,206000,3
1896,DELAWARE,10,26.5,212000,3
1895,DELAWARE,10,23,193000,3
1894,DELAWARE,10,21,195000,3
1893,DELAWARE,10,20,196000,3
1892,DELAWARE,10,22.5,198000,3
1891,DELAWARE,10,24,199000,3
1890,DELAWARE,10,22.5,196000,3
1889,DELAWARE,10,17.7,196000,3
1888,DELAWARE,10,20.5,194000,3
1887,DELAWARE,10,22.5,192000,3
1886,DELAWARE,10,19,194000,3
1885,DELAWARE,10,21.5,195000,3
1884,DELAWARE,10,20,196000,3
1883,DELAWARE,10,19.5,198000,3
1882,DELAWARE,10,20,200000,3
1881,DELAWARE,10,15,200000,3
1880,DELAWARE,10,20.8,200000,3
1879,DELAWARE,10,19.3,202000,3
1878,DELAWARE,10,18.5,202000,3
1877,DELAWARE,10,18,202000,3
1876,DELAWARE,10,20,200000,3
1875,DELAWARE,10,22,200000,3
1874,DELAWARE,10,18,195000,3
1873,DELAWARE,10,16,195000,3
1872,DELAWARE,10,18,210000,3
1871,DELAWARE,10,22,210000,3
1870,DELAWARE,10,18.5,205000,3
1869,DELAWARE,10,15,205000,3
1868,DELAWARE,10,21,205000,3
1867,DELAWARE,10,14,200000,3
1866,DELAWARE,10,23,200000,3
2018,FLORIDA,12,157,65000,3
2017,FLORIDA,12,161,37000,3
2016,FLORIDA,12,145,40000,3
2015,FLORIDA,12,141,50000,3
2014,FLORIDA,12,135,40000,3
2013,FLORIDA,12,133,78000,3
2012,FLORIDA,12,115,40000,3
2011,FLORIDA,12,104,33000,3
2010,FLORIDA,12,109,25000,3
2009,FLORIDA,12,97,37000,3
2008,FLORIDA,12,110,35000,3
2007,FLORIDA,12,90,35000,3
2006,FLORIDA,12,82,30000,3
2005,FLORIDA,12,94,28000,3
2004,FLORIDA,12,90,32000,3
2003,FLORIDA,12,82,39000,3
2002,FLORIDA,12,96,37000,3
2001,FLORIDA,12,87,26000,3
2000,FLORIDA,12,75,25000,3
1999,FLORIDA,12,93,40000,3
1998,FLORIDA,12,62,55000,3
1997,FLORIDA,12,80,75000,3
1996,FLORIDA,12,88,112000,3
1995,FLORIDA,12,90,60000,3
1994,FLORIDA,12,85,80000,3
1993,FLORIDA,12,65,100000,3
1992,FLORIDA,12,75,110000,3
1991,FLORIDA,12,68,75000,3
1990,FLORIDA,12,71,75000,3
1989,FLORIDA,12,74,80000,3
1988,FLORIDA,12,58,65000,3
1987,FLORIDA,12,69,105000,3
1986,FLORIDA,12,62,160000,3
1986,FLORIDA,12,62,56.4,3
1985,FLORIDA,12,65,190000,3
1985,FLORIDA,12,65,207000,3
1985,FLORIDA,12,65,59.7,3
1984,FLORIDA,12,65,210000,3
1984,FLORIDA,12,65,215000,3
1984,FLORIDA,12,65,63.5,3
1983,FLORIDA,12,67,122000,3
1983,FLORIDA,12,67,128000,3
1983,FLORIDA,12,67,63.9,3
1982,FLORIDA,12,66,210000,3
1982,FLORIDA,12,66,218000,3
1982,FLORIDA,12,66,63.6,3
1981,FLORIDA,12,57,327000,3
1981,FLORIDA,12,57,387000,3
1981,FLORIDA,12,57,48.2,3
1980,FLORIDA,12,49,328000,3
1980,FLORIDA,12,49,353000,3
1980,FLORIDA,12,49,45.5,3
1979,FLORIDA,12,53,339000,3
1979,FLORIDA,12,53,353000,3
1979,FLORIDA,12,53,50.9,3
1978,FLORIDA,12,52,342000,3
1978,FLORIDA,12,52,356000,3
1978,FLORIDA,12,52,50,3
1977,FLORIDA,12,35,299000,3
1976,FLORIDA,12,60,480000,3
1975,FLORIDA,12,45,375000,3
1975,FLORIDA,12,45,53000,3
1974,FLORIDA,12,48,376000,3
1973,FLORIDA,12,43,340000,3
1972,FLORIDA,12,46,307000,3
1971,FLORIDA,12,49,314000,3
1970,FLORIDA,12,25,291000,3
1969,FLORIDA,12,39,327000,3
1968,FLORIDA,12,42,396000,3
1967,FLORIDA,12,50,461000,3
1966,FLORIDA,12,43,359000,3
1965,FLORIDA,12,44,352000,3
1964,FLORIDA,12,29,332000,3
1963,FLORIDA,12,40,335000,3
1962,FLORIDA,12,37,319000,3
1961,FLORIDA,12,35,332000,3
1960,FLORIDA,12,29,307000,3
1959,FLORIDA,12,26,327000,3
1958,FLORIDA,12,25,317000,3
1957,FLORIDA,12,23,315000,3
1956,FLORIDA,12,21,333000,3
1955,FLORIDA,12,20,353000,3
1954,FLORIDA,12,17,346000,3
1953,FLORIDA,12,18,330000,3
1952,FLORIDA,12,15.5,375000,3
1951,FLORIDA,12,17.5,361000,3
1950,FLORIDA,12,14,347000,3
1949,FLORIDA,12,12.5,344000,3
1948,FLORIDA,12,10,424000,3
1947,FLORIDA,12,12,492000,3
1946,FLORIDA,12,10,526000,3
1945,FLORIDA,12,11,495000,3
1944,FLORIDA,12,10.5,550000,3
1943,FLORIDA,12,11.5,595000,3
1942,FLORIDA,12,11,575000,3
1941,FLORIDA,12,10,607000,3
1940,FLORIDA,12,11.5,633000,3
1939,FLORIDA,12,8.2,650000,3
1938,FLORIDA,12,10.5,694000,3
1937,FLORIDA,12,10,674000,3
1936,FLORIDA,12,9.5,702000,3
1935,FLORIDA,12,10,756000,3
1934,FLORIDA,12,8.7,685000,3
1933,FLORIDA,12,8,738000,3
1932,FLORIDA,12,8.5,717000,3
1931,FLORIDA,12,8.5,702000,3
1930,FLORIDA,12,9,622000,3
1929,FLORIDA,12,10.8,613000,3
1928,FLORIDA,12,11,621000,3
1927,FLORIDA,12,10.5,601000,3
1926,FLORIDA,12,13.5,596000,3
1925,FLORIDA,12,13.5,601000,3
1924,FLORIDA,12,12,589000,3
1923,FLORIDA,12,10.5,643000,3
1922,FLORIDA,12,12.5,694000,3
1921,FLORIDA,12,13,783000,3
1920,FLORIDA,12,11,781000,3
1919,FLORIDA,12,11.5,790000,3
1918,FLORIDA,12,11.5,785000,3
1917,FLORIDA,12,11.5,730000,3
1916,FLORIDA,12,12.5,660000,3
1915,FLORIDA,12,12,645000,3
1914,FLORIDA,12,12.5,585000,3
1913,FLORIDA,12,12,590000,3
1912,FLORIDA,12,10,590000,3
1911,FLORIDA,12,12,585000,3
1910,FLORIDA,12,12,600000,3
1909,FLORIDA,12,11.6,610000,3
1908,FLORIDA,12,10,580000,3
1907,FLORIDA,12,10,595000,3
1906,FLORIDA,12,10,610000,3
1905,FLORIDA,12,9.5,615000,3
1904,FLORIDA,12,10,595000,3
1903,FLORIDA,12,10.5,595000,3
1902,FLORIDA,12,8.5,590000,3
1901,FLORIDA,12,9,570000,3
1900,FLORIDA,12,8.5,575000,3
1899,FLORIDA,12,9.3,572000,3
1898,FLORIDA,12,9,515000,3
1897,FLORIDA,12,9,510000,3
1896,FLORIDA,12,9,500000,3
1895,FLORIDA,12,11,550000,3
1894,FLORIDA,12,9.5,515000,3
1893,FLORIDA,12,9,505000,3
1892,FLORIDA,12,9,490000,3
1891,FLORIDA,12,10,495000,3
1890,FLORIDA,12,8.5,490000,3
1889,FLORIDA,12,9.8,485000,3
1888,FLORIDA,12,9.5,465000,3
1887,FLORIDA,12,9.5,455000,3
1886,FLORIDA,12,9.5,440000,3
1885,FLORIDA,12,9.5,420000,3
1884,FLORIDA,12,9.5,405000,3
1883,FLORIDA,12,9.5,400000,3
1882,FLORIDA,12,10,390000,3
1881,FLORIDA,12,9,360000,3
1880,FLORIDA,12,9.5,375000,3
1879,FLORIDA,12,8.8,360000,3
1878,FLORIDA,12,9.5,360000,3
1877,FLORIDA,12,9,350000,3
1876,FLORIDA,12,9.5,325000,3
1875,FLORIDA,12,9.5,290000,3
1874,FLORIDA,12,10,280000,3
1873,FLORIDA,12,10,275000,3
1872,FLORIDA,12,9,255000,3
1871,FLORIDA,12,8.5,250000,3
1870,FLORIDA,12,10.5,225000,3
1869,FLORIDA,12,11,205000,3
1868,FLORIDA,12,10.5,180000,3
1867,FLORIDA,12,11.5,145000,3
1866,FLORIDA,12,9,125000,3
2018,GEORGIA,13,176,285000,3
2017,GEORGIA,13,176,245000,3
2016,GEORGIA,13,165,340000,3
2015,GEORGIA,13,171,285000,3
2014,GEORGIA,13,170,310000,3
2013,GEORGIA,13,175,465000,3
2012,GEORGIA,13,180,310000,3
2011,GEORGIA,13,159,270000,3
2010,GEORGIA,13,146,245000,3
2009,GEORGIA,13,140,370000,3
2008,GEORGIA,13,140,310000,3
2007,GEORGIA,13,127,450000,3
2006,GEORGIA,13,110,225000,3
2005,GEORGIA,13,128,230000,3
2004,GEORGIA,13,128,280000,3
2003,GEORGIA,13,126,290000,3
2002,GEORGIA,13,110,290000,3
2001,GEORGIA,13,134,220000,3
2000,GEORGIA,13,107,240000,3
1999,GEORGIA,13,103,300000,3
1998,GEORGIA,13,85,265000,3
1997,GEORGIA,13,105,450000,3
1996,GEORGIA,13,95,525000,3
1995,GEORGIA,13,90,350000,3
1994,GEORGIA,13,106,540000,3
1993,GEORGIA,13,70,560000,3
1992,GEORGIA,13,100,690000,3
1991,GEORGIA,13,100,550000,3
1990,GEORGIA,13,68,550000,3
1989,GEORGIA,13,95,550000,3
1988,GEORGIA,13,62,500000,3
1987,GEORGIA,13,84,610000,3
1986,GEORGIA,13,58,730000,3
1985,GEORGIA,13,84,975000,3
1985,GEORGIA,13,84,1015000,3
1985,GEORGIA,13,84,80.7,3
1984,GEORGIA,13,82,985000,3
1984,GEORGIA,13,82,1010000,3
1984,GEORGIA,13,82,80,3
1983,GEORGIA,13,75,735000,3
1983,GEORGIA,13,75,754000,3
1983,GEORGIA,13,75,73.1,3
1982,GEORGIA,13,85,815000,3
1982,GEORGIA,13,85,822000,3
1982,GEORGIA,13,85,84.3,3
1981,GEORGIA,13,50,1380000,3
1981,GEORGIA,13,50,1492000,3
1981,GEORGIA,13,50,46.2,3
1980,GEORGIA,13,42,1300000,3
1980,GEORGIA,13,42,1488000,3
1980,GEORGIA,13,42,36.7,3
1979,GEORGIA,13,65,1550000,3
1979,GEORGIA,13,65,1573000,3
1979,GEORGIA,13,65,64,3
1978,GEORGIA,13,50,1500000,3
1978,GEORGIA,13,50,1570000,3
1978,GEORGIA,13,50,47.8,3
1977,GEORGIA,13,24,1000000,3
1977,GEORGIA,13,24,10.7,3
1976,GEORGIA,13,62,2160000,3
1976,GEORGIA,13,62,58.2,3
1975,GEORGIA,13,55,1880000,3
1975,GEORGIA,13,55,51.2,3
1974,GEORGIA,13,56,1880000,3
1974,GEORGIA,13,56,52.6,3
1973,GEORGIA,13,48,1670000,3
1973,GEORGIA,13,48,43.6,3
1972,GEORGIA,13,52,1490000,3
1972,GEORGIA,13,52,47.8,3
1971,GEORGIA,13,54,1672000,3
1970,GEORGIA,13,31,1563000,3
1969,GEORGIA,13,35,1590000,3
1968,GEORGIA,13,40,1565000,3
1967,GEORGIA,13,58,1613000,3
1966,GEORGIA,13,43,1427000,3
1965,GEORGIA,13,49,1413000,3
1964,GEORGIA,13,39,1487000,3
1963,GEORGIA,13,43,1549000,3
1962,GEORGIA,13,30,1549000,3
1961,GEORGIA,13,36,1684000,3
1960,GEORGIA,13,30.5,1850000,3
1959,GEORGIA,13,27,2151000,3
1958,GEORGIA,13,30,2109000,3
1957,GEORGIA,13,25,2161000,3
1956,GEORGIA,13,24,2131000,3
1955,GEORGIA,13,24,2197000,3
1954,GEORGIA,13,12,2188000,3
1953,GEORGIA,13,21.5,2328000,3
1952,GEORGIA,13,13,2282000,3
1951,GEORGIA,13,17,2454000,3
1950,GEORGIA,13,16.5,2556000,3
1949,GEORGIA,13,16.5,2635000,3
1948,GEORGIA,13,14.5,2558000,3
1947,GEORGIA,13,14,2651000,3
1946,GEORGIA,13,13,2886000,3
1945,GEORGIA,13,14,3137000,3
1944,GEORGIA,13,12,3204000,3
1943,GEORGIA,13,12.5,3511000,3
1942,GEORGIA,13,11.5,3285000,3
1941,GEORGIA,13,11,3844000,3
1940,GEORGIA,13,11.5,4119000,3
1939,GEORGIA,13,9.2,4194000,3
1938,GEORGIA,13,11.5,4504000,3
1937,GEORGIA,13,11.5,4098000,3
1936,GEORGIA,13,8,4035000,3
1935,GEORGIA,13,10.5,4508000,3
1934,GEORGIA,13,8.8,4356000,3
1933,GEORGIA,13,9.5,4002000,3
1932,GEORGIA,13,9.5,4042000,3
1931,GEORGIA,13,9,3759000,3
1930,GEORGIA,13,10.5,3454000,3
1929,GEORGIA,13,12,3309000,3
1928,GEORGIA,13,8.5,3291000,3
1927,GEORGIA,13,12.1,3534000,3
1926,GEORGIA,13,12.5,3536000,3
1925,GEORGIA,13,9,3588000,3
1924,GEORGIA,13,10.5,3860000,3
1923,GEORGIA,13,10.5,3811000,3
1922,GEORGIA,13,10.5,4097000,3
1921,GEORGIA,13,13,4246000,3
1920,GEORGIA,13,13,4054000,3
1919,GEORGIA,13,12.1,4269000,3
1918,GEORGIA,13,12.5,4320000,3
1917,GEORGIA,13,14,4220000,3
