county1,distance,county2,n_distance
5,243.6103067,85,0.648287851
5,259.8266456,97,0.693575026
7,17.25655084,201,0.016152446
7,19.01008523,111,0.02104952
7,29.45789907,37,0.050227004
7,31.7989258,141,0.056764761
7,33.15747106,89,0.060558754
7,43.04262161,177,0.088164895
7,46.40886252,103,0.097565755
7,49.73754573,43,0.106861729
7,54.39709361,93,0.119874392
7,59.21302807,15,0.133323794
7,67.1744309,31,0.155557508
7,67.48501362,99,0.156424869
7,68.20615781,195,0.158438799
7,70.9064587,85,0.165979897
7,70.91630899,97,0.166007406
7,73.02647128,11,0.171900431
7,74.20302509,63,0.175186178
7,74.23317219,197,0.17527037
7,81.15305926,155,0.194595455
7,92.91225801,123,0.227435227
7,94.89810575,73,0.23298108
7,95.43434633,91,0.234478633
7,98.22830606,175,0.242281291
7,99.42460247,105,0.245622173
7,107.4000948,161,0.267895235
7,107.5383513,203,0.268281342
7,116.6021137,143,0.293593602
7,119.7773809,95,0.302461132
7,119.9741678,75,0.303010697
7,123.1327448,53,0.311831617
7,125.2497914,131,0.317743867
7,126.0598623,113,0.320006142
7,130.1564372,179,0.331446598
7,137.5061,187,0.351971912
7,146.7325883,57,0.377738615
7,147.7407836,39,0.38055419
7,150.7912028,71,0.389073059
7,153.8972898,107,0.397747391
7,154.0953798,19,0.398300594
7,154.5677778,125,0.399619854
7,157.9659121,183,0.409109783
7,160.0557733,147,0.414946113
7,160.6203609,109,0.41652283
7,166.4882869,129,0.432910116
7,170.0330964,115,0.442809663
7,175.93655,169,0.459296167
7,178.3983395,17,0.466171177
7,179.1500182,41,0.468270381
7,179.5549165,67,0.469401135
7,182.3627854,167,0.477242637
7,185.6034154,139,0.486292705
7,190.8508662,45,0.500947198
7,191.2009278,9,0.501924811
7,193.0946953,21,0.507213512
7,193.6051018,137,0.508638918
7,196.3706802,29,0.516362316
7,202.7281267,173,0.53411668
7,202.9416553,1,0.534712999
7,204.3857858,171,0.538746005
7,212.6500357,35,0.561825476
7,213.2957692,23,0.563628808
7,215.0311696,149,0.56847524
7,216.2797045,135,0.571962008
7,218.6768015,117,0.578656352
7,220.4574342,61,0.583629103
7,226.349185,49,0.600082925
7,229.4662067,51,0.608787794
7,231.6855326,79,0.614985678
7,235.7853279,33,0.626435127
7,237.8107827,83,0.632091591
7,238.3302572,13,0.633542321
7,239.3642665,5,0.636429986
7,247.4248903,25,0.658940793
7,247.779962,119,0.659932397
7,252.2476627,159,0.672409291
7,253.6631336,121,0.67636226
7,255.2828316,101,0.680885571
7,258.4354254,27,0.689689782
7,269.3593129,191,0.720196791
7,272.1923806,163,0.728108665
7,272.5800606,185,0.729191334
7,272.6707789,47,0.729444682
7,275.784489,189,0.738140302
7,277.6808768,81,0.743436322
7,288.1772758,133,0.772749489
7,292.9109616,65,0.785969196
7,293.9864933,145,0.78897282
7,294.3521445,193,0.78999397
7,299.0245254,55,0.803042472
7,299.1652218,157,0.803435393
7,314.5719495,77,0.846461576
7,315.9170579,165,0.850218044
7,315.971543,59,0.850370204
7,317.0929466,199,0.853501934
7,333.0397037,69,0.89803625
7,335.4484527,181,0.904763135
7,335.6813443,87,0.905413528
7,339.0118481,151,0.914714586
7,352.6300215,127,0.952745895
7,352.9760158,153,0.953712149
7,355.9079175,3,0.961900035
9,15.28367197,169,0.010642811
9,23.60190218,1,0.033873032
9,24.41896528,149,0.036154835
9,26.71779665,171,0.042574753
9,26.72595975,17,0.04259755
9,33.65260977,137,0.061941522
9,34.32792005,109,0.063827453
9,37.76257211,67,0.073419364
9,45.0907349,57,0.093884636
9,46.13739646,61,0.096807635
9,48.12931897,125,0.102370453
9,50.78682673,129,0.109792043
9,55.3045166,13,0.122408541
9,59.42863556,167,0.133925919
9,59.76760073,71,0.134872543
9,61.76093283,187,0.140439297
9,64.36143915,83,0.1477017
9,65.09234823,117,0.149742901
9,72.64414571,95,0.170832715
9,74.15953189,107,0.175064715
9,75.23212874,179,0.178060144
9,76.92636628,143,0.18279162
9,83.25432144,21,0.200463624
9,84.61726126,135,0.20426989
9,85.86500179,131,0.20775444
9,90.60848836,119,0.221001518
9,93.01631167,175,0.227725817
9,95.05977727,115,0.233432579
9,98.90027224,39,0.244157883
9,99.19355449,203,0.244976928
9,101.2453959,73,0.250707081
9,102.1975855,5,0.25336625
9,104.4947415,161,0.259781489
9,104.5354267,123,0.259895111
9,107.049522,113,0.266916194
9,111.1739371,173,0.278434398
9,112.0710961,163,0.280939884
9,113.7647194,51,0.285669645
9,114.2863035,147,0.287126267
9,114.48814,155,0.287689933
9,114.9937396,139,0.289101915
9,117.5166651,27,0.296147659
9,118.2668261,11,0.298242624
9,120.3198133,133,0.303975977
9,131.1255516,195,0.334153032
9,131.2215502,49,0.334421126
9,132.129087,189,0.336955593
9,132.3085046,105,0.33745665
9,133.4541903,121,0.340656193
9,134.7175394,41,0.344184333
9,135.5805108,19,0.346594343
9,136.5917432,99,0.349418399
9,137.9159991,29,0.353116633
9,140.1080997,53,0.359238486
9,140.791184,157,0.361146127
9,141.7972187,35,0.363955668
9,144.7935404,103,0.372323459
9,147.3255247,25,0.379394501
9,149.437032,145,0.385291282
9,150.8370078,81,0.389200978
9,151.1198227,15,0.389990792
9,153.5847522,79,0.396874571
9,153.6954357,63,0.397183675
9,160.5593368,45,0.416352409
9,160.6009557,183,0.416468638
9,161.8920025,141,0.420074128
9,162.8983605,75,0.422884572
9,163.0378153,191,0.423274026
9,163.2950422,23,0.42399238
9,165.378133,93,0.429809803
9,166.5462528,159,0.433071997
9,167.4075199,77,0.435477247
9,167.712036,55,0.436327666
9,168.1968406,85,0.437681574
9,168.8872994,37,0.43960981
9,172.10547,91,0.448597156
9,172.7930417,33,0.450517329
9,174.3439002,177,0.454848393
9,175.786538,65,0.45887723
9,177.8206862,197,0.464557971
9,179.8118222,47,0.470118593
9,182.617639,89,0.477954364
9,182.6681638,199,0.478095464
9,182.8003288,101,0.478464559
9,183.7580118,201,0.481139069
9,187.7829845,185,0.492379562
9,189.2803888,193,0.496561345
9,189.8414484,181,0.498128209
9,190.7910151,43,0.500780052
9,191.2009278,7,0.501924811
9,193.3846329,165,0.508023218
9,199.9933212,87,0.526479222
9,202.3092796,111,0.532946971
9,203.4027601,59,0.536000721
9,206.3349581,3,0.544189435
9,209.0064212,153,0.551649997
9,209.958044,31,0.554307583
9,212.3428188,151,0.560967515
9,215.4860827,69,0.56974567
9,219.504763,127,0.58096859
9,237.4989125,97,0.631220634
11,18.38521966,155,0.019304466
11,25.25182556,175,0.038480753
11,26.68524843,103,0.042483856
11,27.34333403,123,0.044321684
11,31.19897509,195,0.055089286
11,31.43608468,73,0.055751459
11,33.55046161,99,0.061656254
11,44.29725556,143,0.091668696
11,45.39412242,203,0.094731903
11,45.54346452,141,0.095148969
11,48.23930284,95,0.102677604
11,49.86899001,15,0.107228812
11,51.95057173,37,0.11304202
11,54.26809839,161,0.119514149
11,58.25865319,93,0.130658523
11,58.95588365,63,0.13260567
11,61.66645518,105,0.140175451
11,61.71949636,179,0.140323578
11,64.41032378,131,0.147838219
11,65.91094687,177,0.152028991
11,67.38000655,201,0.156131617
11,67.88401037,89,0.157539142
11,68.39364168,187,0.158962383
11,72.10066106,113,0.169314932
11,73.02647128,7,0.171900431
11,73.70795773,57,0.17380361
11,75.12821086,85,0.177769933
11,80.36304283,197,0.192389185
11,80.73875839,43,0.193438442
11,82.92895171,125,0.199554968
11,83.83869409,71,0.202095595
11,84.45721439,111,0.203822929
11,87.91530731,53,0.213480303
11,88.31610581,107,0.214599609
11,88.44983555,91,0.214973074
11,88.6926851,109,0.215651277
11,90.42761049,39,0.220496382
11,96.27263592,129,0.236819714
11,99.11562071,75,0.244759284
11,103.006416,31,0.255625061
11,103.0294147,169,0.255689289
11,105.8447296,17,0.263551585
11,107.9669481,147,0.269478279
11,109.8254809,67,0.274668581
11,110.547545,115,0.276685081
11,111.6074126,19,0.27964496
11,113.8704817,167,0.285965006
11,118.2668261,9,0.298242624
11,121.643554,137,0.307672771
11,125.1998353,97,0.317604355
11,126.1815052,183,0.320345853
11,128.8868547,21,0.32790105
11,130.8012795,139,0.333247441
11,131.0835119,1,0.334035628
11,131.7051903,171,0.335771782
11,132.1248752,41,0.336943831
11,142.0144175,149,0.364562236
11,144.5088647,173,0.371528449
11,147.4250658,29,0.379672489
11,148.4136134,61,0.382433194
11,149.0230752,117,0.38413523
11,150.1779216,135,0.387360356
11,151.3465025,45,0.390623838
11,161.9250012,35,0.420166283
11,165.7894327,13,0.430958435
11,166.279532,83,0.432327129
11,168.0089872,51,0.437156958
11,169.6762632,23,0.441813139
11,169.9405698,49,0.442551265
11,173.8635519,5,0.45350693
11,178.94284,119,0.467691797
11,180.8267262,79,0.472952903
11,190.1950193,33,0.499115622
11,191.5049078,25,0.502773732
11,192.9084668,121,0.506693434
11,193.1879158,27,0.507473848
11,200.8870183,159,0.528975039
11,203.6257805,163,0.536623547
11,208.2901074,101,0.549649557
11,210.6902141,189,0.556352306
11,213.2233819,191,0.563426653
11,216.6075803,81,0.572877663
11,218.5422777,133,0.578280669
11,220.6028434,47,0.584035186
11,222.9465812,185,0.590580514
11,229.3342528,145,0.608419288
11,231.6254294,157,0.614817829
11,235.0656638,65,0.62442533
11,237.7336975,55,0.631876316
11,239.9276141,193,0.63800324
11,249.9095029,77,0.665879541
11,255.6306344,199,0.681856876
11,257.5413822,165,0.687192998
11,260.3576198,59,0.695057871
11,271.6718052,181,0.72665486
11,274.4289912,87,0.73435482
11,276.6305581,69,0.740503109
11,280.258299,151,0.750634258
11,289.9940903,153,0.777823285
11,291.5662031,3,0.782213705
11,292.4897351,127,0.784792842
13,17.34653517,83,0.016403744
13,19.91315139,61,0.023571502
13,33.98983673,149,0.062883292
13,34.17753581,171,0.063407477
13,40.22863372,117,0.080306305
13,45.50303172,137,0.095036053
13,47.27697486,119,0.099990122
13,55.3045166,9,0.122408541
13,59.95797087,17,0.135404187
13,62.26554075,163,0.14184851
13,63.37702775,1,0.144952546
13,63.78074801,135,0.146080011
13,66.63039023,133,0.154038172
13,67.39424085,167,0.156171369
13,68.64253788,169,0.159657473
13,68.75007784,5,0.159957798
13,75.31961699,129,0.178304471
13,77.17298921,27,0.183480361
13,78.62786873,21,0.187543386
13,84.22924702,125,0.203186287
13,87.57731782,189,0.212536404
13,89.10442415,157,0.216801136
13,89.12113972,51,0.216847817
13,89.23791,109,0.21717392
13,89.82158786,67,0.21880395
13,93.16760554,57,0.228148333
13,96.09366554,107,0.236319906
13,100.4166974,121,0.248392785
13,101.0376432,173,0.250126893
13,102.343576,145,0.253773956
13,102.8083645,115,0.255071965
13,111.0997099,179,0.278227105
13,111.242596,81,0.278626141
13,111.4602327,49,0.279233933
13,113.7323565,139,0.285579266
13,114.9709825,71,0.289038361
13,116.5292392,187,0.293390086
13,117.2345867,39,0.295359902
13,117.8916451,77,0.297194861
13,120.7475271,25,0.305170448
13,121.7391961,143,0.30793987
13,124.074489,55,0.314461614
13,124.3897095,95,0.315341927
13,124.9055694,147,0.316782562
13,130.0583096,35,0.331172558
13,130.5086059,191,0.332430095
13,132.8887169,29,0.339077002
13,133.3810188,113,0.340451848
13,135.3557109,79,0.345966547
13,136.208211,203,0.348347313
13,136.5334514,199,0.349255608
13,136.8012757,41,0.350003558
13,136.902911,65,0.350287394
13,139.6073728,181,0.357840112
13,141.0426693,131,0.361848447
13,141.1994084,175,0.36228617
13,142.1662474,159,0.36498625
13,146.739633,123,0.377758289
13,147.6059735,19,0.380177707
13,150.154707,47,0.387295525
13,150.6511335,165,0.388681889
13,152.3069361,87,0.393306029
13,153.5103219,193,0.39666671
13,153.6369065,73,0.397020221
13,154.2419307,23,0.398709865
13,154.4040735,3,0.399162679
13,156.40844,33,0.404760249
13,158.0371362,155,0.40930869
13,158.4490477,153,0.41045903
13,159.2779854,161,0.412773994
13,159.8089088,45,0.414256698
13,160.1024257,185,0.415076399
13,160.7482952,101,0.416880111
13,162.847702,53,0.422743099
13,163.3843083,59,0.424241673
13,163.6714816,105,0.425043658
13,165.7894327,11,0.430958435
13,166.8362486,151,0.433881865
13,171.5318913,183,0.44699533
13,171.6125996,127,0.447220723
13,172.7833008,69,0.450490126
13,177.4210623,99,0.463441946
13,183.0533138,195,0.479171067
13,185.7107145,75,0.486592358
13,189.4567929,63,0.497053986
13,192.3980049,103,0.505267873
13,201.4030118,91,0.530416048
13,203.7397429,15,0.536941808
13,204.6653295,93,0.539526683
13,210.9838416,141,0.557172316
13,212.0271768,197,0.560086025
13,213.3305479,37,0.563725934
13,222.2464944,85,0.58862539
13,224.8747713,89,0.595965348
13,226.2300309,177,0.599750165
13,229.8887292,43,0.609967767
13,232.9552356,201,0.618531563
13,238.3302572,7,0.633542321
13,246.4344365,31,0.656174765
13,247.1683,111,0.658224216
13,276.224659,97,0.73936956
15,21.33118184,195,0.027531619
15,24.10414137,177,0.03527563
15,25.53182645,85,0.039262708
15,31.12966919,141,0.054895736
15,38.7774881,103,0.076253708
15,43.63682095,201,0.089824308
15,49.86899001,11,0.107228812
15,50.11274398,73,0.107909541
15,52.65941314,161,0.115021593
15,59.21302807,7,0.133323794
15,60.5304956,37,0.13700307
15,66.81385248,175,0.154550525
15,67.70597954,155,0.157041957
15,72.49245753,131,0.170409097
15,72.98535513,99,0.171785606
15,77.18107043,123,0.18350293
15,77.38117954,89,0.184061772
15,77.66009483,111,0.184840695
15,79.3521592,95,0.189566103
15,83.60937653,93,0.201455182
15,88.34718312,143,0.214686398
15,90.90755657,187,0.221836722
15,94.88364954,63,0.232940709
15,95.23727059,203,0.233928262
15,95.63992228,43,0.235052743
15,100.6701675,71,0.249100648
15,107.3856115,105,0.267854787
15,108.9100022,197,0.272111935
15,109.2601585,179,0.273089812
15,111.0512706,57,0.278091829
15,117.444445,109,0.29594597
15,117.7138431,31,0.296698315
15,121.8229524,113,0.308173775
15,124.1914492,91,0.314788248
15,125.8961709,125,0.319549003
15,128.8097449,97,0.327685706
15,131.184255,67,0.334316972
15,134.2971423,53,0.343010295
15,136.2056104,169,0.348340051
15,136.5141906,107,0.349201819
15,140.2603586,39,0.359663697
15,140.8784847,129,0.36138993
15,141.2694816,75,0.362481863
15,145.3524212,17,0.373884239
15,151.1198227,9,0.389990792
15,157.7534248,1,0.408516372
15,157.7847763,147,0.408603927
15,159.6982745,167,0.413947731
15,160.0480264,115,0.414924479
15,160.3166575,19,0.415674681
15,162.4754017,137,0.42170338
15,169.8122822,171,0.442192998
15,172.7405645,183,0.450370777
15,175.5329095,149,0.458168925
15,176.9334692,21,0.462080251
15,180.6322445,139,0.472409776
15,181.6853998,41,0.47535091
15,188.3583793,61,0.49398646
15,192.9903953,117,0.506922235
15,193.9670208,173,0.509649645
15,197.0098252,135,0.518147248
15,197.2012361,29,0.518681799
15,200.0047616,45,0.526511171
15,203.7397429,13,0.536941808
15,207.0823591,83,0.546276692
15,211.7881301,35,0.559418442
15,216.6010561,51,0.572859443
15,219.0709922,23,0.579757204
15,219.5229155,49,0.581019284
15,220.7498408,5,0.584445704
15,223.3140786,119,0.59160682
15,230.6957129,79,0.612221421
15,239.8592853,33,0.637812419
15,240.02307,27,0.638269819
15,241.0723176,25,0.64120004
15,241.5330827,121,0.642486813
15,247.9681427,163,0.660457927
15,250.7442829,159,0.668210821
15,257.4609319,189,0.686968325
15,258.0810347,101,0.688700079
15,261.5886458,133,0.698495742
15,262.6975454,191,0.701592553
15,265.003098,81,0.708031242
15,270.4210294,47,0.723161833
15,272.8155613,185,0.729849014
15,276.2034579,145,0.739310352
15,276.6067948,157,0.740436746
15,284.1863472,65,0.761604071
15,285.9520766,55,0.766535202
15,289.5430499,193,0.77656367
15,296.6434041,77,0.796392743
15,303.7084053,199,0.816123087
15,306.4762929,165,0.823852933
15,309.7842084,59,0.833090909
15,318.7331308,181,0.858082457
15,322.5001837,87,0.86860266
15,325.896798,69,0.878088344
15,329.0343279,151,0.886850486
15,337.3343165,153,0.910029764
15,338.2518445,3,0.912592133
15,340.8519936,127,0.919853538
17,17.59042464,137,0.017084851
17,23.37474451,169,0.033238652
17,24.18519774,129,0.035501995
17,25.50361184,125,0.039183914
17,26.05047832,171,0.040711141
17,26.72595975,9,0.04259755
17,34.25659511,167,0.063628265
17,34.36520302,57,0.063931573
17,40.6145532,109,0.081384058
17,41.61185346,149,0.084169206
17,43.07440858,61,0.088253666
17,47.85652241,107,0.101608618
17,50.27246377,1,0.108355588
17,51.48044123,117,0.111729092
17,53.53874632,179,0.117477296
17,57.26882337,67,0.127894237
17,59.07803243,21,0.132946794
17,59.95797087,13,0.135404187
17,61.73319713,83,0.14036184
17,61.79649638,143,0.140538615
17,63.99614647,187,0.146681551
17,65.51632516,135,0.150926936
17,66.47095069,95,0.153592907
17,68.46894879,115,0.159172692
17,68.8855629,71,0.160336166
17,72.54715131,39,0.170561839
17,78.63040435,203,0.187550467
17,81.04024936,119,0.194280412
17,81.39519299,175,0.195271659
17,82.34033105,113,0.197911134
17,86.40965368,5,0.209275483
17,86.88627731,173,0.210606544
17,87.38186796,123,0.211990574
17,87.56679836,147,0.212507027
17,89.00097379,139,0.216512231
17,89.24511591,131,0.217194044
17,93.59581992,51,0.229344203
17,95.59508816,73,0.234927535
17,98.43760628,155,0.242865801
17,103.9258127,27,0.258192649
17,104.9531706,163,0.261061739
17,104.9862026,161,0.261153987
17,105.8447296,11,0.263551585
17,108.1849276,41,0.270087028
17,108.7063799,49,0.271543281
17,108.9702216,19,0.272280109
17,109.5990041,105,0.274036102
17,112.0873361,29,0.280985237
17,114.9459102,53,0.288968342
17,115.5366075,121,0.290617976
17,116.9065131,133,0.294443694
17,117.0461319,35,0.294833606
17,118.7159641,99,0.299496926
17,120.1560804,189,0.303518722
17,124.317179,195,0.315139372
17,126.435496,25,0.32105517
17,130.0662107,79,0.331194623
17,132.4413455,103,0.337827634
17,133.0897714,63,0.339638485
17,134.0119775,183,0.342213919
17,134.0895129,45,0.342430451
17,134.1039677,157,0.342470819
17,135.2903873,81,0.345784118
17,137.7594844,23,0.352679536
17,137.9418964,75,0.353188956
17,138.4766906,145,0.354682469
17,143.905047,191,0.369842175
17,144.4679614,159,0.371414219
17,145.3524212,15,0.373884239
